Feature_Name,Feature_Name_EN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_EN,Approval_Date,Origin,Origin_EN
艾特肯,Aitken,Moon,129.69,-16.44,172.96,Planetographic  +East  -180 - 180,已批准,Approved,1970,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯,Aitken A,Moon,12.94,-13.87,173.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯C,Aitken C,Moon,65.61,-13.76,175.57,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯,Aitken G,Moon,6.05,-16.71,173.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯N,Aitken N,Moon,7.15,-17.63,172.74,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯,Aitken Y,Moon,35.72,-11.93,172.92,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
艾特肯Z,Aitken Z,Moon,32.06,-14.89,173.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,罗伯特·格兰特美国天文学家（1864-1951）。,Robert Grant; American astronomer (1864-1951).
眼睛,Akis,Moon,2.28,20.01,-31.76,Planetographic  +East  -180 - 180,已批准,Approved,1976,希腊女性名字。,Greek female name.
区域,Alan,Moon,1.44,-10.93,-6.17,Planetographic  +East  -180 - 180,已批准,Approved,1976,爱尔兰男性名字。,Irish male name.
巴克里,Al-Bakri,Moon,12.21,14.34,20.25,Planetographic  +East  -180 - 180,已批准,Approved,1976,阿布·乌拜·阿卜杜拉·伊本·阿卜杜勒·阿齐兹·伊本·穆罕默德；西班牙阿拉伯地理学家（1010-1094）。,Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094).
阿尔巴特尼乌斯,Albategnius,Moon,130.84,-11.24,4.01,Planetographic  +East  -180 - 180,已批准,Approved,1935,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯A,Albategnius A,Moon,6.79,-9.34,3.03,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯B,Albategnius B,Moon,18.98,-10.07,4.03,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯100,Albategnius C,Moon,5.66,-10.33,3.71,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯D,Albategnius D,Moon,8.35,-11.36,7.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯,Albategnius E,Moon,12.67,-12.95,6.38,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯G,Albategnius G,Moon,13.79,-9.46,1.89,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯H,Albategnius H,Moon,11.77,-9.66,5.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯J,Albategnius J,Moon,5.97,-11.14,6.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯K,Albategnius K,Moon,10.31,-9.9,2,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯,Albategnius L,Moon,7.45,-12.08,6.31,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯1000,Albategnius M,Moon,8.07,-8.92,4.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯N,Albategnius N,Moon,8.61,-9.89,4.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯,Albategnius O,Moon,4.54,-13.62,4.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯P,Albategnius P,Moon,4.01,-13.02,4.49,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯S,Albategnius S,Moon,5.91,-13.35,6.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔巴特尼乌斯T,Albategnius T,Moon,9.61,-12.66,6.06,Planetographic  +East  -180 - 180,已批准,Approved,2006,穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929)."
阿尔伯特,Albert,Moon,0.1,38.32,-35.01,Planetographic  +East  -180 - 180,已批准,Approved,"Jun 14, 2012",德国血统的男性名字（Lunokhod-1着陆点特征）。,Male name of German origin (Lunokhod-1 landing site feature).
比鲁尼,Al-Biruni,Moon,80.41,18.07,92.62,Planetographic  +East  -180 - 180,已批准,Approved,1970,Abūar-RayhānMuhammad ibn Ahmadal-Birūnī;波斯天文学家，数学家，地理学家（973-1048）。,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048)."
Al-Biruni S.,Al-Biruni C,Moon,9.53,18.42,93.06,Planetographic  +East  -180 - 180,已批准,Approved,2006,Abūar-RayhānMuhammad ibn Ahmadal-Birūnī;波斯天文学家，数学家，地理学家（973-1048）。,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048)."
奥尔登,Alden,Moon,111.44,-23.51,111.11,Planetographic  +East  -180 - 180,已批准,Approved,1970,哈罗德·李；美国天文学家（1890-1964）。,Harold Lee; American astronomer (1890-1964).
奥尔登B,Alden B,Moon,15.1,-20.6,113.11,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈罗德·李；美国天文学家（1890-1964）。,Harold Lee; American astronomer (1890-1964).
奥尔登C,Alden C,Moon,56.81,-22.69,111.74,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈罗德·李；美国天文学家（1890-1964）。,Harold Lee; American astronomer (1890-1964).
奥尔登E,Alden E,Moon,26.37,-23.42,112.81,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈罗德·李；美国天文学家（1890-1964）。,Harold Lee; American astronomer (1890-1964).
奥尔登五世,Alden V,Moon,20.89,-22.7,110.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈罗德·李；美国天文学家（1890-1964）。,Harold Lee; American astronomer (1890-1964).
年龄,Alder,Moon,82.12,-48.63,-177.88,Planetographic  +East  -180 - 180,已批准,Approved,1979,库尔特德国有机化学家；诺贝尔奖获得者（1902-1958）。,Kurt; German organic chemist; Nobel laureate (1902-1958).
年龄E,Alder E,Moon,18.63,-47.97,-173.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,库尔特德国有机化学家；诺贝尔奖获得者（1902-1958）。,Kurt; German organic chemist; Nobel laureate (1902-1958).
奥尔德林,Aldrin,Moon,2.8,1.41,22.09,Planetographic  +East  -180 - 180,已批准,Approved,1970,小埃德温·尤金（“ Buzz”）；美国宇航员（1930年现场直播）。,"Edwin Eugene, Jr. (""Buzz""); American astronaut (1930-Live)."
阿列欣,Alekhin,Moon,74.82,-67.94,-131.85,Planetographic  +East  -180 - 180,已批准,Approved,1970,尼古拉·帕夫洛维奇（Nikolaj Pavlovich）；苏联火箭设计师，工程师（1913-1964）。,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964)."
亚历山大·E,Alekhin E,Moon,39.6,-66.96,-124.58,Planetographic  +East  -180 - 180,已批准,Approved,2006,尼古拉·帕夫洛维奇（Nikolaj Pavlovich）；苏联火箭设计师，工程师（1913-1964）。,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964)."
亚力山大,Alexander,Moon,94.8,40.25,13.69,Planetographic  +East  -180 - 180,已批准,Approved,1935,马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
亚历山大·A,Alexander A,Moon,3.99,40.78,14.94,Planetographic  +East  -180 - 180,已批准,Approved,2006,马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
亚历山大·B,Alexander B,Moon,3.89,40.28,15.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
亚历山大·C,Alexander C,Moon,4.23,38.52,14.95,Planetographic  +East  -180 - 180,已批准,Approved,2006,马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
亚历山大·K,Alexander K,Moon,3.95,40.52,19.35,Planetographic  +East  -180 - 180,已批准,Approved,2006,马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.)."
Alfraganus,Alfraganus,Moon,20.52,-5.42,18.97,Planetographic  +East  -180 - 180,已批准,Approved,1935,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus A,Alfraganus A,Moon,13.87,-3.05,20.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus 100,Alfraganus C,Moon,10.3,-6.13,18.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus D,Alfraganus D,Moon,8.29,-4.05,20.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus E,Alfraganus E,Moon,3.85,-4.62,19,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus F,Alfraganus F,Moon,8.64,-3.54,20.84,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus G,Alfraganus G,Moon,5.74,-2.67,21.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus H.,Alfraganus H,Moon,12,-4.36,19.16,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus K.,Alfraganus K,Moon,2.95,-5.25,19.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alfraganus M,Alfraganus M,Moon,3.16,-5.66,19.56,Planetographic  +East  -180 - 180,已批准,Approved,2006,"Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。","Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840)."
Alhazen,Alhazen,Moon,34.65,15.91,71.83,Planetographic  +East  -180 - 180,已批准,Approved,1935,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).
Alhazen A,Alhazen A,Moon,16.14,16.17,74.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).
阿尔哈曾D,Alhazen D,Moon,34.23,19.68,75.17,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).
拟南芥,Aliacensis,Moon,79.65,-30.6,5.13,Planetographic  +East  -180 - 180,已批准,Approved,1935,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis A,Moon,13.61,-29.71,7.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥B,Aliacensis B,Moon,15.81,-31.43,3.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
Aliacensis 100,Aliacensis C,Moon,7.93,-32.7,5.42,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
别名500,Aliacensis D,Moon,9.67,-33.19,6.82,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis E,Moon,8.74,-30.42,2.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis F,Moon,4.82,-32.66,3.84,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis G,Moon,7.76,-33.39,4.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis H,Moon,5.58,-31.81,6.01,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis K,Moon,5.65,-31.43,6.26,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
Aliacensis W.,Aliacensis W,Moon,10.32,-31.9,5.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
Aliacensis 10,Aliacensis X,Moon,3.66,-29.64,6.78,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
柳树,Aliacensis Y,Moon,4.7,-30.11,7.33,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
拟南芥,Aliacensis Z,Moon,3.83,-30.05,4.49,Planetographic  +East  -180 - 180,已批准,Approved,2006,"皮埃尔D'Ailly；法国地理学家（1350-1420）。","D'Ailly, Pierre; French geographer (1350-1420)."
