Feature_Name,Feature_Name_CN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_CN,Approval_Date,Origin,Origin_CN
Aitken A,艾特肯,Moon,12.94,-13.87,173.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Aitken C,艾特肯C,Moon,65.61,-13.76,175.57,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Aitken G,艾特肯,Moon,6.05,-16.71,173.99,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Aitken N,艾特肯N,Moon,7.15,-17.63,172.74,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Aitken Y,艾特肯,Moon,35.72,-11.93,172.92,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Aitken Z,艾特肯Z,Moon,32.06,-14.89,173.21,Planetographic  +East  -180 - 180,Approved,已批准,2006,Robert Grant; American astronomer (1864-1951).,罗伯特·格兰特美国天文学家（1864-1951）。
Akis,眼睛,Moon,2.28,20.01,-31.76,Planetographic  +East  -180 - 180,Approved,已批准,1976,Greek female name.,希腊女性名字。
Alan,区域,Moon,1.44,-10.93,-6.17,Planetographic  +East  -180 - 180,Approved,已批准,1976,Irish male name.,爱尔兰男性名字。
Al-Bakri,巴克里,Moon,12.21,14.34,20.25,Planetographic  +East  -180 - 180,Approved,已批准,1976,Abū Ubayd Abdallāh Ibn abd al-Azīz Ibn Muhammad; Spanish-Arab geographer (1010-1094).,阿布·乌拜·阿卜杜拉·伊本·阿卜杜勒·阿齐兹·伊本·穆罕默德；西班牙阿拉伯地理学家（1010-1094）。
Albategnius,阿尔巴特尼乌斯,Moon,130.84,-11.24,4.01,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius A,阿尔巴特尼乌斯A,Moon,6.79,-9.34,3.03,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius B,阿尔巴特尼乌斯B,Moon,18.98,-10.07,4.03,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius C,阿尔巴特尼乌斯100,Moon,5.66,-10.33,3.71,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius D,阿尔巴特尼乌斯D,Moon,8.35,-11.36,7.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius E,阿尔巴特尼乌斯,Moon,12.67,-12.95,6.38,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius G,阿尔巴特尼乌斯G,Moon,13.79,-9.46,1.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius H,阿尔巴特尼乌斯H,Moon,11.77,-9.66,5.16,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius J,阿尔巴特尼乌斯J,Moon,5.97,-11.14,6.19,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius K,阿尔巴特尼乌斯K,Moon,10.31,-9.9,2,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius L,阿尔巴特尼乌斯,Moon,7.45,-12.08,6.31,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius M,阿尔巴特尼乌斯1000,Moon,8.07,-8.92,4.16,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius N,阿尔巴特尼乌斯N,Moon,8.61,-9.89,4.54,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius O,阿尔巴特尼乌斯,Moon,4.54,-13.62,4.43,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius P,阿尔巴特尼乌斯P,Moon,4.01,-13.02,4.49,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius S,阿尔巴特尼乌斯S,Moon,5.91,-13.35,6.05,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albategnius T,阿尔巴特尼乌斯T,Moon,9.61,-12.66,6.06,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Muhammed Ben Geber Al-Battānī; Arab astronomer, mathematician (c. 858-929).",穆罕默德（Muhammed Ben GeberAl-Battānī）；阿拉伯天文学家，数学家（约858-929年）。
Albert,阿尔伯特,Moon,0.1,38.32,-35.01,Planetographic  +East  -180 - 180,Approved,已批准,"Jun 14, 2012",Male name of German origin (Lunokhod-1 landing site feature).,德国血统的男性名字（Lunokhod-1着陆点特征）。
Al-Biruni,比鲁尼,Moon,80.41,18.07,92.62,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",Abūar-RayhānMuhammad ibn Ahmadal-Birūnī;波斯天文学家，数学家，地理学家（973-1048）。
Al-Biruni C,Al-Biruni S.,Moon,9.53,18.42,93.06,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Abū ar-Rayhān Muhammad ibn Ahmad al-Birūnī; Persian astronomer, mathematician, geographer (973-1048).",Abūar-RayhānMuhammad ibn Ahmadal-Birūnī;波斯天文学家，数学家，地理学家（973-1048）。
Alden,奥尔登,Moon,111.44,-23.51,111.11,Planetographic  +East  -180 - 180,Approved,已批准,1970,Harold Lee; American astronomer (1890-1964).,哈罗德·李；美国天文学家（1890-1964）。
Alden B,奥尔登B,Moon,15.1,-20.6,113.11,Planetographic  +East  -180 - 180,Approved,已批准,2006,Harold Lee; American astronomer (1890-1964).,哈罗德·李；美国天文学家（1890-1964）。
Alden C,奥尔登C,Moon,56.81,-22.69,111.74,Planetographic  +East  -180 - 180,Approved,已批准,2006,Harold Lee; American astronomer (1890-1964).,哈罗德·李；美国天文学家（1890-1964）。
Alden E,奥尔登E,Moon,26.37,-23.42,112.81,Planetographic  +East  -180 - 180,Approved,已批准,2006,Harold Lee; American astronomer (1890-1964).,哈罗德·李；美国天文学家（1890-1964）。
Alden V,奥尔登五世,Moon,20.89,-22.7,110.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Harold Lee; American astronomer (1890-1964).,哈罗德·李；美国天文学家（1890-1964）。
Alder,年龄,Moon,82.12,-48.63,-177.88,Planetographic  +East  -180 - 180,Approved,已批准,1979,Kurt; German organic chemist; Nobel laureate (1902-1958).,库尔特德国有机化学家；诺贝尔奖获得者（1902-1958）。
Alder E,年龄E,Moon,18.63,-47.97,-173.5,Planetographic  +East  -180 - 180,Approved,已批准,2006,Kurt; German organic chemist; Nobel laureate (1902-1958).,库尔特德国有机化学家；诺贝尔奖获得者（1902-1958）。
Aldrin,奥尔德林,Moon,2.8,1.41,22.09,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Edwin Eugene, Jr. (""Buzz""); American astronaut (1930-Live).",小埃德温·尤金（“ Buzz”）；美国宇航员（1930年现场直播）。
Alekhin,阿列欣,Moon,74.82,-67.94,-131.85,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",尼古拉·帕夫洛维奇（Nikolaj Pavlovich）；苏联火箭设计师，工程师（1913-1964）。
Alekhin E,亚历山大·E,Moon,39.6,-66.96,-124.58,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Nikolaj Pavlovich; Soviet rocket designer, engineer (1913-1964).",尼古拉·帕夫洛维奇（Nikolaj Pavlovich）；苏联火箭设计师，工程师（1913-1964）。
Alexander,亚力山大,Moon,94.8,40.25,13.69,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。
Alexander A,亚历山大·A,Moon,3.99,40.78,14.94,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。
Alexander B,亚历山大·B,Moon,3.89,40.28,15.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。
Alexander C,亚历山大·C,Moon,4.23,38.52,14.95,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。
Alexander K,亚历山大·K,Moon,3.95,40.52,19.35,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexander the Great, of Macedon; Greek geographer (356-323 B.C.).",马其顿的亚历山大大帝；希腊地理学家（公元前356-323年）。
Alfraganus,Alfraganus,Moon,20.52,-5.42,18.97,Planetographic  +East  -180 - 180,Approved,已批准,1935,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus A,Alfraganus A,Moon,13.87,-3.05,20.32,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus C,Alfraganus 100,Moon,10.3,-6.13,18.09,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus D,Alfraganus D,Moon,8.29,-4.05,20.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus E,Alfraganus E,Moon,3.85,-4.62,19,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus F,Alfraganus F,Moon,8.64,-3.54,20.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus G,Alfraganus G,Moon,5.74,-2.67,21.23,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus H,Alfraganus H.,Moon,12,-4.36,19.16,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus K,Alfraganus K.,Moon,2.95,-5.25,19.54,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alfraganus M,Alfraganus M,Moon,3.16,-5.66,19.56,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Al-Fargani, Abu'l-'Abbās Ahmad Ibn Muhammad Ibn Kathīr; Persian astronomer (unkn-c. 840).","Al-Fargani，Abu'l-AbbāsAhmad Ibn Muhammad IbnKathīr；波斯天文学家（unkn-c。840）。"
Alhazen,Alhazen,Moon,34.65,15.91,71.83,Planetographic  +East  -180 - 180,Approved,已批准,1935,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。
Alhazen A,Alhazen A,Moon,16.14,16.17,74.3,Planetographic  +East  -180 - 180,Approved,已批准,2006,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。
Alhazen D,阿尔哈曾D,Moon,34.23,19.68,75.17,Planetographic  +East  -180 - 180,Approved,已批准,2006,Abū Ali Al-Hasan Ibn Al Haitham; Iraqi mathematician (987-1038).,阿布·阿里·阿里·哈桑·伊本·海塔姆；伊拉克数学家（987-1038）。
Aliacensis,拟南芥,Moon,79.65,-30.6,5.13,Planetographic  +East  -180 - 180,Approved,已批准,1935,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis A,拟南芥,Moon,13.61,-29.71,7.39,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis B,拟南芥B,Moon,15.81,-31.43,3.2,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis C,Aliacensis 100,Moon,7.93,-32.7,5.42,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis D,别名500,Moon,9.67,-33.19,6.82,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis E,拟南芥,Moon,8.74,-30.42,2.32,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis F,拟南芥,Moon,4.82,-32.66,3.84,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis G,拟南芥,Moon,7.76,-33.39,4.7,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis H,拟南芥,Moon,5.58,-31.81,6.01,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis K,拟南芥,Moon,5.65,-31.43,6.26,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis W,Aliacensis W.,Moon,10.32,-31.9,5.32,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis X,Aliacensis 10,Moon,3.66,-29.64,6.78,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis Y,柳树,Moon,4.7,-30.11,7.33,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Aliacensis Z,拟南芥,Moon,3.83,-30.05,4.49,Planetographic  +East  -180 - 180,Approved,已批准,2006,"D'Ailly, Pierre; French geographer (1350-1420).","皮埃尔D'Ailly；法国地理学家（1350-1420）。"
Al-Khwarizmi,Alkhawarizmi,Moon,56.25,7.02,107.01,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Abū Ja'far Muhammad Ibn Mūsā; Iraqi mathematician (unkn-after 847).",阿布·贾法尔·穆罕默德·伊本·穆萨；伊拉克数学家（后847）。
